# Channel,Subsystem,Area,Mirror,Distance,Direction,Sensor,Fs
L1:SUS-MC1_M2_LOCK_L_IN1_DQ,SUS,HAM2,MC1,,LON,FEEDBACK,1024
L1:SUS-MC1_M2_LOCK_P_IN1_DQ,SUS,HAM2,MC1,,PIT,FEEDBACK,1024
L1:SUS-MC1_M2_LOCK_Y_IN1_DQ,SUS,HAM2,MC1,,YAW,FEEDBACK,1024
L1:SUS-MC1_M2_MASTER_OUT_LL_DQ,SUS,HAM2,MC1,,,,1024
L1:SUS-MC1_M2_MASTER_OUT_LR_DQ,SUS,HAM2,MC1,,,,1024
L1:SUS-MC1_M2_MASTER_OUT_UL_DQ,SUS,HAM2,MC1,,,,1024
L1:SUS-MC1_M2_MASTER_OUT_UR_DQ,SUS,HAM2,MC1,,,,1024
L1:SUS-MC1_M2_WIT_L_DQ,SUS,HAM2,MC1,,LON,OSEM,256
L1:SUS-MC1_M2_WIT_P_DQ,SUS,HAM2,MC1,,PIT,OSEM,256
L1:SUS-MC1_M2_WIT_Y_DQ,SUS,HAM2,MC1,,YAW,OSEM,256
L1:SUS-MC1_M3_LOCK_L_IN1_DQ,SUS,HAM2,MC1,,LON,FEEDBACK,2048
L1:SUS-MC1_M3_LOCK_P_IN1_DQ,SUS,HAM2,MC1,,PIT,FEEDBACK,2048
L1:SUS-MC1_M3_LOCK_Y_IN1_DQ,SUS,HAM2,MC1,,YAW,FEEDBACK,2048
L1:SUS-MC1_M3_MASTER_OUT_LL_DQ,SUS,HAM2,MC1,,,,2048
L1:SUS-MC1_M3_MASTER_OUT_LR_DQ,SUS,HAM2,MC1,,,,2048
L1:SUS-MC1_M3_MASTER_OUT_UL_DQ,SUS,HAM2,MC1,,,,2048
L1:SUS-MC1_M3_MASTER_OUT_UR_DQ,SUS,HAM2,MC1,,,,2048
L1:SUS-MC1_M3_WIT_L_DQ,SUS,HAM2,MC1,,LON,OSEM,256
L1:SUS-MC1_M3_WIT_P_DQ,SUS,HAM2,MC1,,PIT,OSEM,256
L1:SUS-MC1_M3_WIT_Y_DQ,SUS,HAM2,MC1,,YAW,OSEM,256
L1:SUS-MC3_M1_DAMP_L_IN1_DQ,SUS,HAM2,MC3,,LON,,256
L1:SUS-MC3_M1_DAMP_P_IN1_DQ,SUS,HAM2,MC3,,PIT,,256
L1:SUS-MC3_M1_DAMP_R_IN1_DQ,SUS,HAM2,MC3,,,,256
L1:SUS-MC3_M1_DAMP_T_IN1_DQ,SUS,HAM2,MC3,,,,256
L1:SUS-MC3_M1_DAMP_V_IN1_DQ,SUS,HAM2,MC3,,,,256
L1:SUS-MC3_M1_DAMP_Y_IN1_DQ,SUS,HAM2,MC3,,YAW,,256
L1:SUS-MC3_M1_ISIWIT_L_DQ,SUS,HAM2,MC3,,LON,OSEM,1024
L1:SUS-MC3_M1_ISIWIT_P_DQ,SUS,HAM2,MC3,,PIT,OSEM,1024
L1:SUS-MC3_M1_ISIWIT_R_DQ,SUS,HAM2,MC3,,,OSEM,1024
L1:SUS-MC3_M1_ISIWIT_T_DQ,SUS,HAM2,MC3,,,OSEM,1024
L1:SUS-MC3_M1_ISIWIT_V_DQ,SUS,HAM2,MC3,,,OSEM,1024
L1:SUS-MC3_M1_ISIWIT_Y_DQ,SUS,HAM2,MC3,,YAW,OSEM,1024
L1:SUS-MC3_M1_LOCK_L_IN1_DQ,SUS,HAM2,MC3,,LON,FEEDBACK,512
L1:SUS-MC3_M1_LOCK_P_IN1_DQ,SUS,HAM2,MC3,,PIT,FEEDBACK,512
L1:SUS-MC3_M1_LOCK_Y_IN1_DQ,SUS,HAM2,MC3,,YAW,FEEDBACK,512
L1:SUS-MC3_M1_MASTER_OUT_LF_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M1_MASTER_OUT_RT_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M1_MASTER_OUT_SD_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M1_MASTER_OUT_T1_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M1_MASTER_OUT_T2_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M1_MASTER_OUT_T3_DQ,SUS,HAM2,MC3,,,,512
L1:SUS-MC3_M2_LOCK_L_IN1_DQ,SUS,HAM2,MC3,,LON,FEEDBACK,1024
L1:SUS-MC3_M2_LOCK_P_IN1_DQ,SUS,HAM2,MC3,,PIT,FEEDBACK,1024
L1:SUS-MC3_M2_LOCK_Y_IN1_DQ,SUS,HAM2,MC3,,YAW,FEEDBACK,1024
L1:SUS-MC3_M2_MASTER_OUT_LL_DQ,SUS,HAM2,MC3,,,,1024
L1:SUS-MC3_M2_MASTER_OUT_LR_DQ,SUS,HAM2,MC3,,,,1024
L1:SUS-MC3_M2_MASTER_OUT_UL_DQ,SUS,HAM2,MC3,,,,1024
L1:SUS-MC3_M2_MASTER_OUT_UR_DQ,SUS,HAM2,MC3,,,,1024
L1:SUS-MC3_M2_WIT_L_DQ,SUS,HAM2,MC3,,LON,OSEM,256
L1:SUS-MC3_M2_WIT_P_DQ,SUS,HAM2,MC3,,PIT,OSEM,256
L1:SUS-MC3_M2_WIT_Y_DQ,SUS,HAM2,MC3,,YAW,OSEM,256
L1:SUS-MC3_M3_LOCK_L_IN1_DQ,SUS,HAM2,MC3,,LON,FEEDBACK,2048
L1:SUS-MC3_M3_LOCK_P_IN1_DQ,SUS,HAM2,MC3,,PIT,FEEDBACK,2048
L1:SUS-MC3_M3_LOCK_Y_IN1_DQ,SUS,HAM2,MC3,,YAW,FEEDBACK,2048
L1:SUS-MC3_M3_MASTER_OUT_LL_DQ,SUS,HAM2,MC3,,,,2048
L1:SUS-MC3_M3_MASTER_OUT_LR_DQ,SUS,HAM2,MC3,,,,2048
L1:SUS-MC3_M3_MASTER_OUT_UL_DQ,SUS,HAM2,MC3,,,,2048
L1:SUS-MC3_M3_MASTER_OUT_UR_DQ,SUS,HAM2,MC3,,,,2048
L1:SUS-MC3_M3_WIT_L_DQ,SUS,HAM2,MC3,,LON,OSEM,256
L1:SUS-MC3_M3_WIT_P_DQ,SUS,HAM2,MC3,,PIT,OSEM,256
L1:SUS-MC3_M3_WIT_Y_DQ,SUS,HAM2,MC3,,YAW,OSEM,256
L1:SUS-PRM_M1_DAMP_L_IN1_DQ,SUS,HAM2,PRM,,LON,,256
L1:SUS-PRM_M1_DAMP_P_IN1_DQ,SUS,HAM2,PRM,,PIT,,256
L1:SUS-PRM_M1_DAMP_R_IN1_DQ,SUS,HAM2,PRM,,,,256
L1:SUS-PRM_M1_DAMP_T_IN1_DQ,SUS,HAM2,PRM,,,,256
L1:SUS-PRM_M1_DAMP_V_IN1_DQ,SUS,HAM2,PRM,,,,256
L1:SUS-PRM_M1_DAMP_Y_IN1_DQ,SUS,HAM2,PRM,,YAW,,256
L1:SUS-PRM_M1_ISIWIT_L_DQ,SUS,HAM2,PRM,,LON,OSEM,1024
L1:SUS-PRM_M1_ISIWIT_P_DQ,SUS,HAM2,PRM,,PIT,OSEM,1024
L1:SUS-PRM_M1_ISIWIT_R_DQ,SUS,HAM2,PRM,,,OSEM,1024
L1:SUS-PRM_M1_ISIWIT_T_DQ,SUS,HAM2,PRM,,,OSEM,1024
L1:SUS-PRM_M1_ISIWIT_V_DQ,SUS,HAM2,PRM,,,OSEM,1024
L1:SUS-PRM_M1_ISIWIT_Y_DQ,SUS,HAM2,PRM,,YAW,OSEM,1024
L1:SUS-PRM_M1_LOCK_L_IN1_DQ,SUS,HAM2,PRM,,LON,FEEDBACK,512
L1:SUS-PRM_M1_LOCK_P_IN1_DQ,SUS,HAM2,PRM,,PIT,FEEDBACK,512
L1:SUS-PRM_M1_LOCK_Y_IN1_DQ,SUS,HAM2,PRM,,YAW,FEEDBACK,512
L1:SUS-PRM_M1_MASTER_OUT_LF_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M1_MASTER_OUT_RT_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M1_MASTER_OUT_SD_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M1_MASTER_OUT_T1_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M1_MASTER_OUT_T2_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M1_MASTER_OUT_T3_DQ,SUS,HAM2,PRM,,,,512
L1:SUS-PRM_M2_LOCK_L_IN1_DQ,SUS,HAM2,PRM,,LON,FEEDBACK,1024
L1:SUS-PRM_M2_LOCK_P_IN1_DQ,SUS,HAM2,PRM,,PIT,FEEDBACK,1024
L1:SUS-PRM_M2_LOCK_Y_IN1_DQ,SUS,HAM2,PRM,,YAW,FEEDBACK,1024
L1:SUS-PRM_M2_MASTER_OUT_LL_DQ,SUS,HAM2,PRM,,,,1024
L1:SUS-PRM_M2_MASTER_OUT_LR_DQ,SUS,HAM2,PRM,,,,1024
L1:SUS-PRM_M2_MASTER_OUT_UL_DQ,SUS,HAM2,PRM,,,,1024
L1:SUS-PRM_M2_MASTER_OUT_UR_DQ,SUS,HAM2,PRM,,,,1024
L1:SUS-PRM_M2_WIT_L_DQ,SUS,HAM2,PRM,,LON,OSEM,256
L1:SUS-PRM_M2_WIT_P_DQ,SUS,HAM2,PRM,,PIT,OSEM,256
L1:SUS-PRM_M2_WIT_Y_DQ,SUS,HAM2,PRM,,YAW,OSEM,256
L1:SUS-PRM_M3_LOCK_L_IN1_DQ,SUS,HAM2,PRM,,LON,FEEDBACK,2048
L1:SUS-PRM_M3_LOCK_P_IN1_DQ,SUS,HAM2,PRM,,PIT,FEEDBACK,2048
L1:SUS-PRM_M3_LOCK_Y_IN1_DQ,SUS,HAM2,PRM,,YAW,FEEDBACK,2048
L1:SUS-PRM_M3_MASTER_OUT_LL_DQ,SUS,HAM2,PRM,,,,2048
L1:SUS-PRM_M3_MASTER_OUT_LR_DQ,SUS,HAM2,PRM,,,,2048
L1:SUS-PRM_M3_MASTER_OUT_UL_DQ,SUS,HAM2,PRM,,,,2048
L1:SUS-PRM_M3_MASTER_OUT_UR_DQ,SUS,HAM2,PRM,,,,2048
L1:SUS-PRM_M3_WIT_L_DQ,SUS,HAM2,PRM,,LON,OSEM,256
L1:SUS-PRM_M3_WIT_P_DQ,SUS,HAM2,PRM,,PIT,OSEM,256
L1:SUS-PRM_M3_WIT_Y_DQ,SUS,HAM2,PRM,,YAW,OSEM,256
L1:SUS-PR3_M1_DAMP_L_IN1_DQ,SUS,HAM2,PR3,,LON,,256
L1:SUS-PR3_M1_DAMP_P_IN1_DQ,SUS,HAM2,PR3,,PIT,,256
L1:SUS-PR3_M1_DAMP_R_IN1_DQ,SUS,HAM2,PR3,,,,256
L1:SUS-PR3_M1_DAMP_T_IN1_DQ,SUS,HAM2,PR3,,,,256
L1:SUS-PR3_M1_DAMP_V_IN1_DQ,SUS,HAM2,PR3,,,,256
L1:SUS-PR3_M1_DAMP_Y_IN1_DQ,SUS,HAM2,PR3,,YAW,,256
L1:SUS-PR3_M1_ISIINF_RX_OUT_DQ,SUS,HAM2,PR3,,RX,,1024
L1:SUS-PR3_M1_ISIINF_RY_OUT_DQ,SUS,HAM2,PR3,,RY,,1024
L1:SUS-PR3_M1_ISIINF_RZ_OUT_DQ,SUS,HAM2,PR3,,RZ,,1024
L1:SUS-PR3_M1_ISIINF_X_OUT_DQ,SUS,HAM2,PR3,,X,,1024
L1:SUS-PR3_M1_ISIINF_Y_OUT_DQ,SUS,HAM2,PR3,,YAW,,1024
L1:SUS-PR3_M1_ISIINF_Z_OUT_DQ,SUS,HAM2,PR3,,Z,,1024
L1:SUS-PR3_M1_ISIWIT_L_DQ,SUS,HAM2,PR3,,LON,OSEM,1024
L1:SUS-PR3_M1_ISIWIT_P_DQ,SUS,HAM2,PR3,,PIT,OSEM,1024
L1:SUS-PR3_M1_ISIWIT_R_DQ,SUS,HAM2,PR3,,,OSEM,1024
L1:SUS-PR3_M1_ISIWIT_T_DQ,SUS,HAM2,PR3,,,OSEM,1024
L1:SUS-PR3_M1_ISIWIT_V_DQ,SUS,HAM2,PR3,,,OSEM,1024
L1:SUS-PR3_M1_ISIWIT_Y_DQ,SUS,HAM2,PR3,,YAW,OSEM,1024
L1:SUS-PR3_M1_LOCK_L_IN1_DQ,SUS,HAM2,PR3,,LON,FEEDBACK,512
L1:SUS-PR3_M1_LOCK_P_IN1_DQ,SUS,HAM2,PR3,,PIT,FEEDBACK,512
L1:SUS-PR3_M1_LOCK_Y_IN1_DQ,SUS,HAM2,PR3,,YAW,FEEDBACK,512
L1:SUS-PR3_M1_MASTER_OUT_LF_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M1_MASTER_OUT_RT_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M1_MASTER_OUT_SD_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M1_MASTER_OUT_T1_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M1_MASTER_OUT_T2_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M1_MASTER_OUT_T3_DQ,SUS,HAM2,PR3,,,,512
L1:SUS-PR3_M2_LOCK_L_IN1_DQ,SUS,HAM2,PR3,,LON,FEEDBACK,1024
L1:SUS-PR3_M2_LOCK_P_IN1_DQ,SUS,HAM2,PR3,,PIT,FEEDBACK,1024
L1:SUS-PR3_M2_LOCK_Y_IN1_DQ,SUS,HAM2,PR3,,YAW,FEEDBACK,1024
L1:SUS-PR3_M2_MASTER_OUT_LL_DQ,SUS,HAM2,PR3,,,,1024
L1:SUS-PR3_M2_MASTER_OUT_LR_DQ,SUS,HAM2,PR3,,,,1024
L1:SUS-PR3_M2_MASTER_OUT_UL_DQ,SUS,HAM2,PR3,,,,1024
L1:SUS-PR3_M2_MASTER_OUT_UR_DQ,SUS,HAM2,PR3,,,,1024
L1:SUS-PR3_M2_WIT_L_DQ,SUS,HAM2,PR3,,LON,OSEM,256
L1:SUS-PR3_M2_WIT_P_DQ,SUS,HAM2,PR3,,PIT,OSEM,256
L1:SUS-PR3_M2_WIT_Y_DQ,SUS,HAM2,PR3,,YAW,OSEM,256
L1:SUS-PR3_M3_LOCK_L_IN1_DQ,SUS,HAM2,PR3,,LON,FEEDBACK,2048
L1:SUS-PR3_M3_LOCK_P_IN1_DQ,SUS,HAM2,PR3,,PIT,FEEDBACK,2048
L1:SUS-PR3_M3_LOCK_Y_IN1_DQ,SUS,HAM2,PR3,,YAW,FEEDBACK,2048
L1:SUS-PR3_M3_MASTER_OUT_LL_DQ,SUS,HAM2,PR3,,,,2048
L1:SUS-PR3_M3_MASTER_OUT_LR_DQ,SUS,HAM2,PR3,,,,2048
L1:SUS-PR3_M3_MASTER_OUT_UL_DQ,SUS,HAM2,PR3,,,,2048
L1:SUS-PR3_M3_MASTER_OUT_UR_DQ,SUS,HAM2,PR3,,,,2048
L1:SUS-PR3_M3_OPLEV_PIT_OUT_DQ,SUS,HAM2,PR3,,PIT,QPD,256
L1:SUS-PR3_M3_OPLEV_SUM_OUT_DQ,SUS,HAM2,PR3,,,,256
L1:SUS-PR3_M3_OPLEV_YAW_OUT_DQ,SUS,HAM2,PR3,,YAW,QPD,256
L1:SUS-PR3_M3_WIT_L_DQ,SUS,HAM2,PR3,,LON,OSEM,256
L1:SUS-PR3_M3_WIT_P_DQ,SUS,HAM2,PR3,,PIT,OSEM,256
L1:SUS-PR3_M3_WIT_Y_DQ,SUS,HAM2,PR3,,YAW,OSEM,256
L1:SUS-MC2_M1_DAMP_L_IN1_DQ,SUS,HAM3,MC2,,LON,,256
L1:SUS-MC2_M1_DAMP_P_IN1_DQ,SUS,HAM3,MC2,,PIT,,256
L1:SUS-MC2_M1_DAMP_R_IN1_DQ,SUS,HAM3,MC2,,,,256
L1:SUS-MC2_M1_DAMP_T_IN1_DQ,SUS,HAM3,MC2,,,,256
L1:SUS-MC2_M1_DAMP_V_IN1_DQ,SUS,HAM3,MC2,,,,256
L1:SUS-MC2_M1_DAMP_Y_IN1_DQ,SUS,HAM3,MC2,,YAW,,256
L1:SUS-MC2_M1_ISIWIT_L_DQ,SUS,HAM3,MC2,,LON,OSEM,1024
L1:SUS-MC2_M1_ISIWIT_P_DQ,SUS,HAM3,MC2,,PIT,OSEM,1024
L1:SUS-MC2_M1_ISIWIT_R_DQ,SUS,HAM3,MC2,,,OSEM,1024
L1:SUS-MC2_M1_ISIWIT_T_DQ,SUS,HAM3,MC2,,,OSEM,1024
L1:SUS-MC2_M1_ISIWIT_V_DQ,SUS,HAM3,MC2,,,OSEM,1024
L1:SUS-MC2_M1_ISIWIT_Y_DQ,SUS,HAM3,MC2,,YAW,OSEM,1024
L1:SUS-MC2_M1_LOCK_L_IN1_DQ,SUS,HAM3,MC2,,LON,FEEDBACK,512
L1:SUS-MC2_M1_LOCK_P_IN1_DQ,SUS,HAM3,MC2,,PIT,FEEDBACK,512
L1:SUS-MC2_M1_LOCK_Y_IN1_DQ,SUS,HAM3,MC2,,YAW,FEEDBACK,512
L1:SUS-MC2_M1_MASTER_OUT_LF_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M1_MASTER_OUT_RT_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M1_MASTER_OUT_SD_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M1_MASTER_OUT_T1_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M1_MASTER_OUT_T2_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M1_MASTER_OUT_T3_DQ,SUS,HAM3,MC2,,,,512
L1:SUS-MC2_M2_LOCK_L_IN1_DQ,SUS,HAM3,MC2,,LON,FEEDBACK,1024
L1:SUS-MC2_M2_LOCK_P_IN1_DQ,SUS,HAM3,MC2,,PIT,FEEDBACK,1024
L1:SUS-MC2_M2_LOCK_Y_IN1_DQ,SUS,HAM3,MC2,,YAW,FEEDBACK,1024
L1:SUS-MC2_M2_MASTER_OUT_LL_DQ,SUS,HAM3,MC2,,,,1024
L1:SUS-MC2_M2_MASTER_OUT_LR_DQ,SUS,HAM3,MC2,,,,1024
L1:SUS-MC2_M2_MASTER_OUT_UL_DQ,SUS,HAM3,MC2,,,,1024
L1:SUS-MC2_M2_MASTER_OUT_UR_DQ,SUS,HAM3,MC2,,,,1024
L1:SUS-MC2_M2_WIT_L_DQ,SUS,HAM3,MC2,,LON,OSEM,256
L1:SUS-MC2_M2_WIT_P_DQ,SUS,HAM3,MC2,,PIT,OSEM,256
L1:SUS-MC2_M2_WIT_Y_DQ,SUS,HAM3,MC2,,YAW,OSEM,256
L1:SUS-MC2_M3_LOCK_L_IN1_DQ,SUS,HAM3,MC2,,LON,FEEDBACK,2048
L1:SUS-MC2_M3_LOCK_P_IN1_DQ,SUS,HAM3,MC2,,PIT,FEEDBACK,2048
L1:SUS-MC2_M3_LOCK_Y_IN1_DQ,SUS,HAM3,MC2,,YAW,FEEDBACK,2048
L1:SUS-MC2_M3_MASTER_OUT_LL_DQ,SUS,HAM3,MC2,,,,2048
L1:SUS-MC2_M3_MASTER_OUT_LR_DQ,SUS,HAM3,MC2,,,,2048
L1:SUS-MC2_M3_MASTER_OUT_UL_DQ,SUS,HAM3,MC2,,,,2048
L1:SUS-MC2_M3_MASTER_OUT_UR_DQ,SUS,HAM3,MC2,,,,2048
L1:SUS-MC2_M3_WIT_L_DQ,SUS,HAM3,MC2,,LON,OSEM,256
L1:SUS-MC2_M3_WIT_P_DQ,SUS,HAM3,MC2,,PIT,OSEM,256
L1:SUS-MC2_M3_WIT_Y_DQ,SUS,HAM3,MC2,,YAW,OSEM,256
L1:SUS-PR2_M1_DAMP_L_IN1_DQ,SUS,HAM3,PR2,,LON,,256
L1:SUS-PR2_M1_DAMP_P_IN1_DQ,SUS,HAM3,PR2,,PIT,,256
L1:SUS-PR2_M1_DAMP_R_IN1_DQ,SUS,HAM3,PR2,,,,256
L1:SUS-PR2_M1_DAMP_T_IN1_DQ,SUS,HAM3,PR2,,,,256
L1:SUS-PR2_M1_DAMP_V_IN1_DQ,SUS,HAM3,PR2,,,,256
L1:SUS-PR2_M1_DAMP_Y_IN1_DQ,SUS,HAM3,PR2,,YAW,,256
L1:SUS-PR2_M1_ISIWIT_L_DQ,SUS,HAM3,PR2,,LON,OSEM,1024
L1:SUS-PR2_M1_ISIWIT_P_DQ,SUS,HAM3,PR2,,PIT,OSEM,1024
L1:SUS-PR2_M1_ISIWIT_R_DQ,SUS,HAM3,PR2,,,OSEM,1024
L1:SUS-PR2_M1_ISIWIT_T_DQ,SUS,HAM3,PR2,,,OSEM,1024
L1:SUS-PR2_M1_ISIWIT_V_DQ,SUS,HAM3,PR2,,,OSEM,1024
L1:SUS-PR2_M1_ISIWIT_Y_DQ,SUS,HAM3,PR2,,YAW,OSEM,1024
L1:SUS-PR2_M1_LOCK_L_IN1_DQ,SUS,HAM3,PR2,,LON,FEEDBACK,512
L1:SUS-PR2_M1_LOCK_P_IN1_DQ,SUS,HAM3,PR2,,PIT,FEEDBACK,512
L1:SUS-PR2_M1_LOCK_Y_IN1_DQ,SUS,HAM3,PR2,,YAW,FEEDBACK,512
L1:SUS-PR2_M1_MASTER_OUT_LF_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M1_MASTER_OUT_RT_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M1_MASTER_OUT_SD_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M1_MASTER_OUT_T1_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M1_MASTER_OUT_T2_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M1_MASTER_OUT_T3_DQ,SUS,HAM3,PR2,,,,512
L1:SUS-PR2_M2_LOCK_L_IN1_DQ,SUS,HAM3,PR2,,LON,FEEDBACK,1024
L1:SUS-PR2_M2_LOCK_P_IN1_DQ,SUS,HAM3,PR2,,PIT,FEEDBACK,1024
L1:SUS-PR2_M2_LOCK_Y_IN1_DQ,SUS,HAM3,PR2,,YAW,FEEDBACK,1024
L1:SUS-PR2_M2_MASTER_OUT_LL_DQ,SUS,HAM3,PR2,,,,1024
L1:SUS-PR2_M2_MASTER_OUT_LR_DQ,SUS,HAM3,PR2,,,,1024
L1:SUS-PR2_M2_MASTER_OUT_UL_DQ,SUS,HAM3,PR2,,,,1024
L1:SUS-PR2_M2_MASTER_OUT_UR_DQ,SUS,HAM3,PR2,,,,1024
L1:SUS-PR2_M2_WIT_L_DQ,SUS,HAM3,PR2,,LON,OSEM,256
L1:SUS-PR2_M2_WIT_P_DQ,SUS,HAM3,PR2,,PIT,OSEM,256
L1:SUS-PR2_M2_WIT_Y_DQ,SUS,HAM3,PR2,,YAW,OSEM,256
L1:SUS-PR2_M3_LOCK_L_IN1_DQ,SUS,HAM3,PR2,,LON,FEEDBACK,2048
L1:SUS-PR2_M3_LOCK_P_IN1_DQ,SUS,HAM3,PR2,,PIT,FEEDBACK,2048
L1:SUS-PR2_M3_LOCK_Y_IN1_DQ,SUS,HAM3,PR2,,YAW,FEEDBACK,2048
L1:SUS-PR2_M3_MASTER_OUT_LL_DQ,SUS,HAM3,PR2,,,,2048
L1:SUS-PR2_M3_MASTER_OUT_LR_DQ,SUS,HAM3,PR2,,,,2048
L1:SUS-PR2_M3_MASTER_OUT_UL_DQ,SUS,HAM3,PR2,,,,2048
L1:SUS-PR2_M3_MASTER_OUT_UR_DQ,SUS,HAM3,PR2,,,,2048
L1:SUS-PR2_M3_WIT_L_DQ,SUS,HAM3,PR2,,LON,OSEM,256
L1:SUS-PR2_M3_WIT_P_DQ,SUS,HAM3,PR2,,PIT,OSEM,256
L1:SUS-PR2_M3_WIT_Y_DQ,SUS,HAM3,PR2,,YAW,OSEM,256
L1:SUS-SR2_M1_DAMP_L_IN1_DQ,SUS,HAM4,SR2,,LON,,256
L1:SUS-SR2_M1_DAMP_P_IN1_DQ,SUS,HAM4,SR2,,PIT,,256
L1:SUS-SR2_M1_DAMP_R_IN1_DQ,SUS,HAM4,SR2,,,,256
L1:SUS-SR2_M1_DAMP_T_IN1_DQ,SUS,HAM4,SR2,,,,256
L1:SUS-SR2_M1_DAMP_V_IN1_DQ,SUS,HAM4,SR2,,,,256
L1:SUS-SR2_M1_DAMP_Y_IN1_DQ,SUS,HAM4,SR2,,YAW,,256
L1:SUS-SR2_M1_ISIWIT_L_DQ,SUS,HAM4,SR2,,LON,OSEM,1024
L1:SUS-SR2_M1_ISIWIT_P_DQ,SUS,HAM4,SR2,,PIT,OSEM,1024
L1:SUS-SR2_M1_ISIWIT_R_DQ,SUS,HAM4,SR2,,,OSEM,1024
L1:SUS-SR2_M1_ISIWIT_T_DQ,SUS,HAM4,SR2,,,OSEM,1024
L1:SUS-SR2_M1_ISIWIT_V_DQ,SUS,HAM4,SR2,,,OSEM,1024
L1:SUS-SR2_M1_ISIWIT_Y_DQ,SUS,HAM4,SR2,,YAW,OSEM,1024
L1:SUS-SR2_M1_LOCK_L_IN1_DQ,SUS,HAM4,SR2,,LON,FEEDBACK,512
L1:SUS-SR2_M1_LOCK_P_IN1_DQ,SUS,HAM4,SR2,,PIT,FEEDBACK,512
L1:SUS-SR2_M1_LOCK_Y_IN1_DQ,SUS,HAM4,SR2,,YAW,FEEDBACK,512
L1:SUS-SR2_M1_MASTER_OUT_LF_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M1_MASTER_OUT_RT_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M1_MASTER_OUT_SD_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M1_MASTER_OUT_T1_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M1_MASTER_OUT_T2_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M1_MASTER_OUT_T3_DQ,SUS,HAM4,SR2,,,,512
L1:SUS-SR2_M2_LOCK_L_IN1_DQ,SUS,HAM4,SR2,,LON,FEEDBACK,1024
L1:SUS-SR2_M2_LOCK_P_IN1_DQ,SUS,HAM4,SR2,,PIT,FEEDBACK,1024
L1:SUS-SR2_M2_LOCK_Y_IN1_DQ,SUS,HAM4,SR2,,YAW,FEEDBACK,1024
L1:SUS-SR2_M2_MASTER_OUT_LL_DQ,SUS,HAM4,SR2,,,,1024
L1:SUS-SR2_M2_MASTER_OUT_LR_DQ,SUS,HAM4,SR2,,,,1024
L1:SUS-SR2_M2_MASTER_OUT_UL_DQ,SUS,HAM4,SR2,,,,1024
L1:SUS-SR2_M2_MASTER_OUT_UR_DQ,SUS,HAM4,SR2,,,,1024
L1:SUS-SR2_M2_WIT_L_DQ,SUS,HAM4,SR2,,LON,OSEM,256
L1:SUS-SR2_M2_WIT_P_DQ,SUS,HAM4,SR2,,PIT,OSEM,256
L1:SUS-SR2_M2_WIT_Y_DQ,SUS,HAM4,SR2,,YAW,OSEM,256
L1:SUS-SR2_M3_LOCK_L_IN1_DQ,SUS,HAM4,SR2,,LON,FEEDBACK,2048
L1:SUS-SR2_M3_LOCK_P_IN1_DQ,SUS,HAM4,SR2,,PIT,FEEDBACK,2048
L1:SUS-SR2_M3_LOCK_Y_IN1_DQ,SUS,HAM4,SR2,,YAW,FEEDBACK,2048
L1:SUS-SR2_M3_MASTER_OUT_LL_DQ,SUS,HAM4,SR2,,,,2048
L1:SUS-SR2_M3_MASTER_OUT_LR_DQ,SUS,HAM4,SR2,,,,2048
L1:SUS-SR2_M3_MASTER_OUT_UL_DQ,SUS,HAM4,SR2,,,,2048
L1:SUS-SR2_M3_MASTER_OUT_UR_DQ,SUS,HAM4,SR2,,,,2048
